Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin ,Final Origin,Field Origin
169,3DD.003DA28A94,Wild Summer Steelhead,32W,Mark,670,,AI FE RF,,8/26/2021 12:24,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 12:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,42-6,,,,Passed,Female,Maiden,,,,2.2,W,W,W
170,3DD.003DA28A6D,Hat. Summer Steelhead,32H,Mark,580,,AD FE RF,,8/26/2021 12:40,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 12:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,43-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
171,3DD.003DA28A39,Hat. Summer Steelhead,32H,Mark,580,,AD FE RF,,8/26/2021 12:57,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 12:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,43-2,X,,,Passed,Female,Maiden,X,,,H2.1,H,H,H
172,3DD.003DA28A89,Hat. Summer Steelhead,32H,Mark,600,,AD MA RF,,8/30/2021 5:53,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 5:53,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,44-1,X,,,Passed,Male,Maiden,,,,1.1,H,H,H
173,3DD.003DA28A73,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/30/2021 6:32,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 6:32,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,44-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
174,3DD.003DA28A71,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,8/30/2021 6:49,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 6:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,44-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
175,3DD.003DA28A8D,Wild Summer Steelhead,32W,Mark,530,,AI FE RF,,8/30/2021 7:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 7:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,44-4,,,,Passed,Female,Maiden,,,,2.1,W,W,W
176,3DD.003DA28A74,Hat. Summer Steelhead,32H,Mark,580,,AD CW FE RF,,8/30/2021 7:54,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 7:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,44-5,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
177,3DD.003DA28A41,Hat. Summer Steelhead,32H,Mark,510,,AD FE RF,,8/30/2021 9:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 9:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,44-6,X,,,Passed,Female,Maiden,,,,1.1,H,H,H
178,3DD.003DA28A8B,Hat. Summer Steelhead,32H,Mark,640,,AD MA RF,,8/30/2021 9:24,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 9:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,45-1,X,,,Passed,Male,Maiden,X,,,1.2,H,H,H
179,3DD.003DA28A42,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/30/2021 9:55,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 9:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,45-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
180,3DD.003DA28A84,Hat. Summer Steelhead,32H,Mark,540,,AD FE RF,,8/30/2021 9:58,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 9:58,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,45-3,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
181,3DD.003DA28A45,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,8/30/2021 11:52,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 11:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,45-4,,,,Passed,Female,Maiden,,,,2.1,W,W,W
182,3DD.003DA28A8C,Hat. Summer Steelhead,32H,Mark,560,,AD CW MA RF,,8/30/2021 12:09,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 12:09,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,45-5,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
183,3DD.003DA28A54,Wild Summer Steelhead,32W,Mark,590,,AI FE RF,,8/30/2021 12:13,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 12:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,45-6,,,,Passed,Female,Maiden,,,,2.1,W,W,W
184,3DD.003DA28A65,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/30/2021 12:15,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 12:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,46-1,,,,Passed,Female,Maiden,,,,2.1,W,W,W
185,3DD.003DA28A5F,Hat. Summer Steelhead,32H,Mark,550,,AD CW FE RF,,8/30/2021 12:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 12:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,46-2,X,,,Passed,Female,Maiden,X,,,H2.1,H,H,H
186,3DD.003DA28A3B,Wild Summer Steelhead,32W,Mark,590,,AI FE RF,,8/30/2021 13:01,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 13:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,46-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
187,3DD.003DA28A63,Hat. Summer Steelhead,32H,Mark,540,,AD FE RF,,8/30/2021 13:08,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 13:08,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,46-4,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
188,3DD.003DA28A7A,Hat. Summer Steelhead,32H,Mark,550,,AD FE RF,,8/30/2021 13:12,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 13:12,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,46-5,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
189,3DD.003DA28A93,Wild Summer Steelhead,32W,Mark,770,,AI MA RF,,8/30/2021 13:20,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 13:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,46-6,,,,Passed,Male,Maiden,,,,2.2,W,W,W
190,3DD.003DA28A7B,Hat. Summer Steelhead,32H,Mark,560,,AD MA RF,,8/30/2021 13:22,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 13:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,47-1,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
191,3DD.003DA28A3D,Wild Summer Steelhead,32W,Mark,590,,AI FE RF,,8/30/2021 13:23,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 13:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,47-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
192,3DD.003D46B74A,Hat. Summer Steelhead,32H,Recapture,560,,AD CW FE RE RF,This is a recap!!!!,8/30/2021 13:40,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 13:40,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,X,,47-3,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
193,3DD.003DA28A4B,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/30/2021 13:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/30/2021 13:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,47-4,,,,Passed,Female,Maiden,,,,2.1,W,W,W
194,3DD.003DA28A87,Hat. Summer Steelhead,32H,Mark,540,,AD FE RF,,8/31/2021 6:20,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 6:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,48-1,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
195,3DD.003DA28A8F,Hat. Summer Steelhead,32H,Mark,590,,AD FE RF,,8/31/2021 7:56,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 7:56,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,48-2,X,,,Passed,FemaleFemale,Maiden,X,,,1.1,H,H,H
196,3DD.003DA28A3C,Hat. Summer Steelhead,32H,Mark,590,,AD MA RF,,8/31/2021 9:16,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 9:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,48-3,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
197,3DD.003DA28A67,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,8/31/2021 9:59,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 9:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,48-4,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
198,3DD.003DA28A69,Hat. Summer Steelhead,32H,Mark,590,,AD FE RF,,8/31/2021 10:22,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 10:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,48-5,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
199,3DD.003DA28A96,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,8/31/2021 10:52,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 10:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,48-6,X,,,Passed,Female,Maiden,X,,,H2.2,H,H,H
200,3DD.003DA28A91,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,8/31/2021 12:02,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 12:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,49-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
201,3DD.003DA28A53,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,8/31/2021 12:21,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 12:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,49-2,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
202,3DD.003DA28A85,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,8/31/2021 12:30,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 12:30,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,49-3,X,,,Passed,Female,Maiden,,,,R.2,H,H,H
203,3DD.003DA28A64,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,8/31/2021 12:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 12:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,49-4,X,,,Passed,Female,Maiden,,,,R.1,H,H,H
204,3DD.003DA28A51,Wild Summer Steelhead,32W,Mark,620,,AI FE RF,,8/31/2021 12:36,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 12:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,49-5,,,,Passed,Female,Maiden,,,,2.1,W,W,W
205,3DD.003DA28A55,Wild Summer Steelhead,32W,Mark,650,,AI FE RF,,8/31/2021 12:47,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 12:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,49-6,,,,Passed,Female,Maiden,,,,2.1,W,W,W
206,3DD.003DA28A57,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,,8/31/2021 13:01,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 13:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,50-1,,,,Passed,Female,Maiden,,,,R.2,W,W,W
207,3DD.003DA289A1,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,,8/31/2021 13:13,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 13:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,50-2,X,,,Passed,Female,Maiden,X,,,UNREADABLE,,,H
208,3DD.003DA289BE,Wild Summer Steelhead,32W,Mark,530,,AI FE RF,,8/31/2021 13:15,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 13:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,50-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
209,3DD.003DA289CA,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,8/31/2021 13:17,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 13:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,50-4,X,,,Passed,Female,Maiden,,,,R.2,H,H,H
210,3DD.003DA289D3,Wild Summer Steelhead,32W,Mark,610,,AI FE RF,,8/31/2021 13:25,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 13:25,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,50-5,,,,Passed,Female,Maiden,,,,2.1,W,W,W
211,3DD.003DA289C3,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,8/31/2021 14:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/31/2021 14:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,50-6,,,,Passed,Female,Maiden,,,,2.1,W,W,W
212,3DD.0077C0AE14,Wild Summer Steelhead,32W,Recapture,520,,AI MA RE RF,This is a recap!!!!,9/2/2021 6:29,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 6:29,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,51-1,,,,Passed,Male,Maiden,,,,2.1,W,W,W
213,3DD.003DA2898F,Wild Summer Steelhead,32W,Mark,780,,AI MA RF,,9/2/2021 6:50,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 6:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,51-2,,,,Passed,Male,Maiden,,,,2.2,W,W,W
214,3DD.003DA289AB,Hat. Summer Steelhead,32H,Mark,560,,AD CW MA RF,,9/2/2021 8:16,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 8:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,51-3,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
215,3DD.003DA289A3,Wild Summer Steelhead,32W,Mark,750,,AI FE RF,,9/2/2021 8:20,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 8:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,51-4,,,,Passed,Female,Maiden,,,,2.2,W,W,W
216,3DD.003DA2898C,Wild Summer Steelhead,32W,Mark,590,,AI FE RF,,9/2/2021 8:36,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 8:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,51-5,,,,Passed,Female,Maiden,,,,2.1,W,W,W
217,3DD.003DA289BB,Hat. Summer Steelhead,32H,Mark,530,,AD FE RF,,9/2/2021 8:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 8:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,51-6,X,,,Passed,Female,Maiden,X,,,H2.1,H,H,H
218,3DD.003DA289B7,Hat. Summer Steelhead,32H,Mark,550,,AD FE RF,,9/2/2021 8:48,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 8:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,52-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
219,3DD.003DA28980,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/2/2021 9:15,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 9:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,52-2,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
220,3DD.003DA289B8,Wild Summer Steelhead,32W,Mark,560,,AI FE RF,,9/2/2021 9:25,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 9:25,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,52-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
221,3DD.003DA28972,Hat. Summer Steelhead,32H,Mark,600,,AD FE RF,,9/2/2021 9:31,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 9:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,52-4,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
222,3DD.003DA289C2,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,Injury-Body,9/2/2021 10:14,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 10:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,52-5,X,,,Passed,Female,Maiden,,SS,,1.1,H,H,H
223,3DD.003DA289B0,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,,9/2/2021 10:18,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 10:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,52-6,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
224,3DD.003DA28971,Wild Summer Steelhead,32W,Mark,560,,AI FE RF,,9/2/2021 10:33,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 10:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,53-1,,,,Passed,Female,Maiden,,,,2.1,W,W,W
225,3DD.003DA28985,Hat. Summer Steelhead,32H,Mark,640,,AD FE RF,,9/2/2021 10:37,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 10:37,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,53-2,X,,,Passed,Female,Maiden,X,,,R.2,H,H,H
226,3DD.003DA2899C,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,9/2/2021 10:48,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 10:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,53-3,X,,,Passed,Female,Maiden,X,,,H2.2,H,H,H
227,3DD.003DA28994,Wild Summer Steelhead,32W,Mark,530,,AI FE RF,,9/2/2021 11:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 11:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,53-4,,,,Passed,Female,Maiden,,,,2.1,W,W,W
228,3DD.003D4383C2,Hat. Summer Steelhead,32H,Recapture,640,,AD CW FE RE RF,This is a recap!!!!,9/2/2021 11:13,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 11:13,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,X,,53-5,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
229,3DD.003DA289D1,Hat. Summer Steelhead,32H,Mark,590,,AD FE RF,,9/2/2021 11:17,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 11:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,53-6,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
230,3DD.003DA289BD,Hat. Summer Steelhead,32H,Mark,580,,AD FE RF,,9/2/2021 11:23,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 11:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,54-1,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
231,3DD.003DA289AC,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,Changed to W per scale analysis,9/2/2021 11:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 11:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,54-2,,,,Passed,Female,Maiden,X,,,1.1,H,H,W
232,3DD.003DA289CF,Wild Summer Steelhead,32W,Mark,570,,AI MA RF,,9/2/2021 11:35,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 11:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,54-3,,,,Passed,Male,Maiden,,,,2.2,W,W,W
233,3DD.003DA289CE,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,9/2/2021 12:10,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 12:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,54-4,X,,,Passed,Female,Maiden,X,,,1.3,H,H,H
234,3DD.003D438AF0,Hat. Summer Steelhead,32H,Recapture,520,,AD CW FE RE RF,This is a recap!!!!,9/2/2021 12:13,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 12:13,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,X,,54-5,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
235,3DD.003DA2898B,Hat. Summer Steelhead,32H,Mark,530,,AD FE RF,,9/2/2021 12:24,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 12:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,54-6,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
236,3DD.003DA28973,Hat. Summer Steelhead,32H,Mark,610,,AD FE RF,,9/2/2021 12:31,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 12:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,55-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
237,3DD.003DA28982,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,9/2/2021 12:33,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 12:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,55-2,X,,,Passed,Female,Maiden,,,,1.1,H,H,H
238,3DD.003DA28984,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,9/2/2021 12:35,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 12:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,55-3,,,,Passed,Female,Maiden,,,,R.2,W,W,W
239,3DD.003DA289A4,Wild Summer Steelhead,32W,Mark,590,,AI FE RF,,9/2/2021 12:46,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 12:46,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,55-4,,,,Passed,Female,Maiden,,,,2.1,W,W,W
240,3DD.003DA28989,Hat. Summer Steelhead,32H,Mark,550,,AD FE RF,,9/2/2021 13:13,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 13:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,55-5,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
241,3DD.003DA289B6,Wild Summer Steelhead,32W,Mark,570,,AI MA RF,,9/2/2021 13:15,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 13:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,55-6,,,,Passed,Male,Maiden,,,,2.1,W,W,W
242,3DD.003DA289B3,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,9/2/2021 13:52,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 13:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,56-1,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
243,3DD.003DA289C4,Wild Summer Steelhead,32W,Mark,640,,AI FE RF,,9/2/2021 13:54,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/2/2021 13:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,56-2,,,,Passed,Female,Maiden,,,,2.2,W,W,W
244,3DD.003DA289C5,Hat. Summer Steelhead,32H,Mark,540,,AD FE RF,,9/8/2021 6:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 6:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,57-1,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
245,3DD.003DA28999,Hat. Summer Steelhead,32H,Mark,580,,AD FE RF,,9/8/2021 7:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 7:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,57-2,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
246,3DD.003DA28986,Hat. Summer Steelhead,32H,Mark,580,,AD FE RF,,9/8/2021 7:12,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 7:12,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,57-3,X,,,Passed,Female,Maiden,X,,,NO SCALES,H,H,H
247,3DD.003DA2897C,Hat. Summer Steelhead,32H,Mark,520,,AI CW FE RF,,9/8/2021 7:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 7:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,57-4,,,,Passed,Female,Maiden,X,,,1.1,H,H,H
248,3DD.003DA28996,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/8/2021 8:55,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 8:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,57-5,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
249,3DD.003DA2897D,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,9/8/2021 9:33,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 9:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,57-6,,,,Passed,Female,Maiden,,,,2.1,W,W,W
250,3DD.003DA289B1,Hat. Summer Steelhead,32H,Mark,630,,AD MA RF,,9/8/2021 9:49,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 9:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,58-1,X,,,Passed,Male,Maiden,X,,,1.2,H,H,H
251,3DD.003DA289BC,Wild Summer Steelhead,32W,Mark,560,,AI MA RF,,9/8/2021 10:01,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 10:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,58-2,,,,Passed,Male,Maiden,,,,2.1,W,W,W
252,3DD.003DA289D2,Hat. Summer Steelhead,32H,Mark,600,,AI MA RF,,9/8/2021 10:02,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 10:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,58-3,,,,Passed,Male,Maiden,X,,,R.1,H,H,H
