Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex,Capture Status,Snubbed Dorsal,Injury,Talley Count,Scale Age,Scale Origin ,Final Origin,Field Origin
666,3DD.003DA28830,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/4/2020 12:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 12:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,121-1,,,,,Female,,,,,1.2,H,H,H
667,3DD.003DA28819,Hat. Summer Steelhead,32H,Mark,790,,AD MA RF,,9/4/2020 13:14,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 13:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,121-2,,,,,Male,,,,,1.2,H,H,H
668,3DD.003DA287F9,Wild Summer Steelhead,32W,Mark,680,,AI FE RF,,9/4/2020 13:37,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 13:37,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,121-3,,,,,Female,,,,,2.2,W,W,W
669,3DD.003DA287F6,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,9/4/2020 13:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 13:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,121-4,,,,,Female,,,,,2.2,W,W,W
670,3DD.003DA287E9,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,9/4/2020 13:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 13:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,121-5,,,,,Female,,,,,1.2,H,H,H
671,3DD.003DA287EF,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/4/2020 13:53,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 13:53,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,121-6,,,,,Female,,,,,1.2,H,H,H
672,3DD.003DA2880D,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,SS,9/8/2020 6:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 6:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,122-1,,,,,Female,,,,,1.2,H,H,H
673,3DD.003DA287E7,Hat. Summer Steelhead,32H,Mark,640,,AD MA RF,,9/8/2020 7:46,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 7:46,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,122-2,,,,,Male,,,,,1.2,H,H,H
674,3DD.003DA287EE,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,SS,9/8/2020 7:58,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 7:58,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,122-3,,,,,Female,,,,,1.2,H,H,H
675,3DD.003DA28834,Wild Summer Steelhead,32W,Mark,670,,AI FE RF,,9/8/2020 8:02,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 8:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,122-4,,,,,Female,,,,,2.2,W,W,W
676,3DD.003DA28832,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,9/8/2020 8:42,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 8:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,122-5,,,,,Female,,,,,1.2,H,H,H
677,3DD.003DA28822,Wild Summer Steelhead,32W,Mark,750,,AI FE RF,,9/8/2020 9:03,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 9:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,122-6,,,,,Female,,,,,2.2,W,W,W
678,3DD.003D3659E6,Hat. Summer Steelhead,32H,Recapture,570,,AD FE RE RF,This is a recap!!!!,9/8/2020 10:05,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 10:05,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,123-1,,,,,Female,,,,,1.1,H,H,H
679,3DD.003DA287E3,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF RV,,9/8/2020 10:46,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 10:46,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,123-2,,,,,Female,,,,,1.2,H,H,H
680,3DD.003DA2882C,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,9/8/2020 10:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 10:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,123-3,,,,,Female,,,,,1.2,H,H,H
681,3DD.003DA28816,Hat. Summer Steelhead,32H,Mark,580,,AD MA RF RV,,9/8/2020 11:19,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 11:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,123-4,,,,,Male,,,,,1.1,H,H,H
682,3DD.003C082DE6,Hat. Summer Steelhead,32H,Recapture,760,,AI CW FE RE RF,This is a recap!!!!,9/8/2020 11:26,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 11:26,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,123-5,,,,,Female,,,,,R.2,,H,H
683,3DD.003DA287E5,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,GN,9/8/2020 11:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 11:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,123-6,,,,,Female,,,,,1.2,H,H,H
684,3DD.003DA287EA,Hat. Summer Steelhead,32H,Mark,770,,AD FE RF,GN,9/8/2020 11:56,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 11:56,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,124-1,,,,,Female,,,,,1.2,H,H,H
685,3DD.003DA28815,Hat. Summer Steelhead,32H,Mark,690,,AD CW FE RF,,9/8/2020 11:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 11:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,124-2,,,,,Female,,,,,1.2,H,H,H
686,3DD.003DA287F5,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,9/8/2020 12:09,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 12:09,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,124-3,,,,,Female,,,,,1.2,H,H,H
687,3DD.003DA2883F,Wild Summer Steelhead,32W,Mark,760,,AI FE RF,,9/8/2020 12:16,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 12:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,124-4,,,,,Female,,,,,2.2,W,W,W
688,3DD.003DA2882F,Hat. Summer Steelhead,32H,Mark,710,,AD CW MA RF,,9/8/2020 12:25,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 12:25,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,124-5,,,,,Male,,,,,1.2,H,H,H
689,3DD.003DA2882E,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,9/8/2020 12:34,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 12:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,124-6,,,,,Female,,,,,1.2,H,H,H
690,3DD.003DA28823,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,HW,9/8/2020 12:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 12:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,125-1,,,,,Female,,,,,1.2,H,H,H
691,3DD.003DA28826,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,9/8/2020 12:44,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 12:44,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,125-2,,,,,Female,,,,,1.2,H,H,H
692,3DD.003DA28814,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,9/8/2020 13:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/8/2020 13:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,125-3,,,,,Female,,,,,1.2,H,H,H
693,3DD.003DA2881D,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,9/9/2020 7:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 7:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,126-1,,,,,Female,,,,,1.2,H,H,H
694,3DD.003DA287D3,Hat. Summer Steelhead,32H,Mark,710,,AD CW FE RF,,9/9/2020 7:16,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 7:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,126-2,,,,,Female,,,,,1.2,H,H,H
695,3DD.003DA28842,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,9/9/2020 8:09,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 8:09,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,126-3,,,,,Female,,,,,1.2,H,H,H
696,3DD.003DA2880E,Hat. Summer Steelhead,32H,Mark,590,,AD FE RF,,9/9/2020 8:17,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 8:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,126-4,,,,,Female,,,,,1.1,H,H,H
697,3DD.003DA28804,Hat. Summer Steelhead,32H,Mark,750,,AD MA RF,,9/9/2020 9:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 9:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,126-5,,,,,Male,,,,,1.2,H,H,H
698,3DD.003DA28801,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,9/9/2020 9:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 9:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,126-6,,,,,Female,,,,,1.2,H,H,H
699,3DD.003DA2881E,Wild Summer Steelhead,32W,Mark,740,,AI FE RF,,9/9/2020 10:23,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 10:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,127-1,,,,,Female,,,,,R.2,,W,W
700,3DD.003DA2882A,Wild Summer Steelhead,32W,Mark,650,,AI FE RF,,9/9/2020 10:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 10:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,127-2,,,,,Female,,,,,R.2,,W,W
701,3DD.003DA287F8,Wild Summer Steelhead,32W,Mark,660,,AI FE RF,,9/9/2020 11:14,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 11:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,127-3,,,,,Female,,,,,2.2,W,W,W
702,3DD.003DA28840,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/9/2020 11:48,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/9/2020 11:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,127-4,,,,,Female,,,,,1.2,H,H,H
703,3DD.003DA28828,Hat. Summer Steelhead,32H,Mark,830,,AD FE RF,,9/11/2020 6:50,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 6:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,128-1,,,,,Female,,,,,1.2,H,H,H
704,3DD.003DA287E4,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF RV,HW,9/11/2020 7:19,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 7:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,128-2,,,,,Female,,,,,1.2,H,H,H
705,3DD.003DA2882D,Hat. Summer Steelhead,32H,Mark,760,,AD MA RF,,9/11/2020 8:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 8:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,128-3,,,,,Male,,,,,1.2,H,H,H
706,3DD.003DA2883D,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,9/11/2020 8:38,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 8:38,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,128-4,,,,,Female,,,,,2.2,W,W,W
707,3DD.003DA287E6,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,9/11/2020 9:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 9:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,128-5,,,,,Female,,,,,1.2,H,H,H
708,3DD.003DA28844,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/11/2020 9:14,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 9:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,128-6,,,,,Female,,,,,1.2,H,H,H
709,3DD.003DA28827,Hat. Summer Steelhead,32H,Mark,790,,AD CW FE RF,,9/11/2020 9:33,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 9:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,129-1,,,,,Female,,,,,1.2,H,H,H
710,3DD.003DA28835,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,9/11/2020 9:46,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 9:46,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,129-2,,,,,Female,,,,,1.2,H,H,H
711,3DD.003DA28825,Hat. Summer Steelhead,32H,Mark,620,,AD FE RF,,9/11/2020 10:07,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 10:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,129-3,,,,,Female,,,,,1.2,H,H,H
712,3DD.003DA28833,Wild Summer Steelhead,32W,Mark,610,,AI MA RF,,9/11/2020 10:26,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 10:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,129-4,,,,,Male,,,,,R.1,,W,W
713,3DD.003DA287FB,Hat. Summer Steelhead,32H,Mark,790,,AD FE RF,,9/11/2020 10:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 10:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,129-5,,,,,Female,,,,,1.2,H,H,H
714,3DD.003DA28807,Hat. Summer Steelhead,32H,Mark,790,,AI MA RF,,9/11/2020 10:56,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 10:56,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,129-6,,,,,Male,,,,,1.2,H,H,H
715,3DD.003DA28800,Hat. Summer Steelhead,32H,Mark,780,,AD FE RF,,9/11/2020 11:03,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 11:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,130-1,,,,,Female,,,,,1.2,H,H,H
716,3DD.003DA28838,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,SS,9/11/2020 12:16,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 12:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,130-2,,,,,Female,,,,,1.2,H,H,H
717,3DD.003DA28837,Wild Summer Steelhead,32W,Mark,550,,AI MA RF,,9/11/2020 12:18,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 12:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,130-3,,,,,Male,,,,,3.1,W,W,W
718,3DD.003DA28810,Hat. Summer Steelhead,32H,Mark,610,,AD MA RF,,9/11/2020 12:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 12:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,130-4,,,,,Male,,,,,1.1,H,H,H
719,3DD.003DA2883A,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,,9/11/2020 12:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 12:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,130-5,,,,,Female,,,,,2.2,W,W,W
720,3DD.003DA28821,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,9/11/2020 12:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 12:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,130-6,,,,,Female,,,,,2.2,W,W,W
721,3DD.003DA28817,Wild Summer Steelhead,32W,Mark,680,,AI FE RF,,9/11/2020 13:05,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 13:05,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,131-1,,,,,Female,,,,,2.2,W,W,W
722,3DD.003DA28808,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,,9/11/2020 13:12,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 13:12,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,131-2,,,,,Female,,,,,2.2,W,W,W
723,3DD.003BE68899,Hat. Summer Steelhead,32H,Recapture,700,,AD FE RE RF,This is a recap!!!!,9/11/2020 13:32,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/11/2020 13:32,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,131-3,,,,,Female,,,,,1.2,H,H,H
724,3DD.003DA2880A,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/14/2020 6:41,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/14/2020 6:41,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,132-1,,,,,Female,,,,,1.1,H,H,H
725,3DD.003DA287FD,Hat. Summer Steelhead,32H,Mark,770,,AD FE RF,SS,9/14/2020 7:42,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/14/2020 7:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,132-2,,,,,Female,,,,,1.2,H,H,H
726,3DD.003DA287E1,Hat. Summer Steelhead,32H,Mark,710,,AD CW FE RF,,9/14/2020 8:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/14/2020 8:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,132-3,,,,,Female,,,,,1.2,H,H,H
727,3DD.003DA28841,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,9/14/2020 9:03,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/14/2020 9:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,132-4,,,,,Female,,,,,1.2,H,H,H
728,3DD.003DA287E8,Hat. Summer Steelhead,32H,Mark,700,,AI FE RF,,9/14/2020 10:12,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/14/2020 10:12,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,132-5,,,,,Female,,,,,R.2,,H,H
729,3DD.003DA28811,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,9/16/2020 6:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/16/2020 6:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,133-1,,,,,Female,,,,,1.2,H,H,H
730,3DD.003DA28813,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,9/16/2020 7:25,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/16/2020 7:25,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,133-2,,,,,Female,,,,,R.2,,W,W
731,3DD.003DA28818,Hat. Summer Steelhead,32H,Mark,720,,AD MA RF,,9/16/2020 7:52,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/16/2020 7:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,133-3,,,,,Male,,,,,1.2,H,H,H
732,3DD.003DA2881F,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/16/2020 7:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/16/2020 7:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,133-4,,,,,Female,,,,,1.2,H,H,H
733,3DD.003DA287FE,Wild Summer Steelhead,32W,Mark,670,,AI FE RF,,9/16/2020 7:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/16/2020 7:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,133-5,,,,,Female,,,,,2.2,W,W,W
734,3DD.003DA287F7,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,9/16/2020 8:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/16/2020 8:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,133-6,,,,,Female,,,,,1.2,H,H,H
735,3DD.003DA287FF,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/16/2020 9:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/16/2020 9:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,134-1,,,,,Female,,,,,1.2,H,H,H
736,3DD.003DA287F1,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/16/2020 9:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/16/2020 9:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,134-2,,,,,Female,,,,,1.1,H,H,H
737,3DD.003DA2880B,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,9/16/2020 10:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/16/2020 10:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,134-3,,,,,Female,,,,,1.2,H,H,H
738,3DD.003DA2881A,Hat. Summer Steelhead,32H,Mark,860,,AD MA RF,,9/18/2020 6:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 6:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,135-1,,,,,Male,,,,,1.2,H,H,H
739,3DD.003DA2887A,Hat. Summer Steelhead,32H,Mark,780,,AD CW FE RF,,9/18/2020 7:48,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 7:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,135-2,,,,,Female,,,,,1.2,H,H,H
740,3DD.003BC6822F,Wild Summer Steelhead,32W,Recapture,740,,AI FE RE RF,This is a recap!!!!,9/18/2020 7:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 7:51,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,135-3,,,,,Female,,,,,2.2,W,W,W
741,3DD.003DA28895,Hat. Summer Steelhead,32H,Mark,690,,AD MA RF,,9/18/2020 7:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 7:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,135-4,,,,,Male,,,,,1.2,H,H,H
742,3DD.003DA28858,Hat. Summer Steelhead,32H,Mark,790,,AD MA RF,,9/18/2020 7:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 7:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,135-5,,,,,Male,,,,,1.2,H,H,H
743,3DD.003DA28870,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,9/18/2020 8:31,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 8:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,135-6,,,,,Female,,,,,1.2,H,H,H
744,3DD.003DA28848,Wild Summer Steelhead,32W,Mark,700,,AI FE RF,,9/18/2020 8:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 8:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,136-1,,,,,Female,,,,,2.2,W,W,W
745,3DD.003DA2885C,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,9/18/2020 9:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 9:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,136-2,,,,,Female,,,,,1.2,H,H,H
746,3DD.003DA2885D,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,9/18/2020 9:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 9:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,136-3,,,,,Female,,,,,1.2,H,H,H
747,3DD.003DA28846,Wild Summer Steelhead,32W,Mark,770,,AI MA RF,,9/18/2020 9:53,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 9:53,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,136-4,,,,,Male,,,,,2.2,W,W,W
748,3DD.003DA28852,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF RV,SS,9/18/2020 9:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 9:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,136-5,,,,,Female,,,,,1.2,H,H,H
749,3DD.003DA28862,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF,,9/18/2020 10:05,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 10:05,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,136-6,,,,,Female,,,,,1.2,H,H,H
750,3DD.003DA28866,Hat. Summer Steelhead,32H,Mark,710,,AI CW FE RF,,9/18/2020 10:07,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 10:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,137-1,,,,,Female,,,,,1.2,H,H,H
751,3DD.003DA2889B,Hat. Summer Steelhead,32H,Mark,690,,AD CW FE RF,SS,9/18/2020 10:24,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 10:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,137-2,,,,,Female,,,,,R.2,,H,H
752,3DD.003DA28873,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,9/18/2020 10:27,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 10:27,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,137-3,,,,,Female,,,,,1.2,H,H,H
753,3DD.003DA28881,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/18/2020 10:45,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 10:45,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,137-4,,,,,Female,,,,,1.2,H,H,H
754,3DD.003DA2884F,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,9/18/2020 10:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 10:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,137-5,,,,,Female,,,,,1.1,H,H,H
